,Fold,Model,Balanced ACC,AUC,F1,Recall,QC_Sampling,Site,Repeated
223,11,Pooled data Train,0.8348214285714286,0.9269770408163265,0.832579185520362,0.8214285714285714,['random_Q'],eNKI,1
224,12,Pooled data Test,0.7678571428571428,0.8201530612244898,0.7547169811320755,0.7142857142857143,['random_Q'],eNKI,1
225,12,Pooled data Train,0.8392857142857142,0.9181281887755102,0.8363636363636363,0.8214285714285714,['random_Q'],eNKI,1
226,13,Pooled data Test,0.6785714285714286,0.7946428571428572,0.6785714285714286,0.6785714285714286,['random_Q'],eNKI,1
227,13,Pooled data Train,0.8526785714285714,0.928970025510204,0.852017937219731,0.8482142857142857,['random_Q'],eNKI,1
228,14,Pooled data Test,0.5714285714285714,0.6441326530612245,0.6129032258064516,0.6785714285714286,['random_Q'],eNKI,1
229,14,Pooled data Train,0.8571428571428572,0.9268176020408164,0.8608695652173913,0.8839285714285714,['random_Q'],eNKI,1
230,15,Pooled data Test,0.7142857142857143,0.8367346938775511,0.6923076923076923,0.6428571428571429,['random_Q'],eNKI,1
231,15,Pooled data Train,0.8392857142857143,0.9316804846938777,0.8407079646017699,0.8482142857142857,['random_Q'],eNKI,1
232,16,Pooled data Test,0.6428571428571428,0.7576530612244897,0.6551724137931034,0.6785714285714286,['random_Q'],eNKI,1
233,16,Pooled data Train,0.8660714285714286,0.9261798469387755,0.8660714285714286,0.8660714285714286,['random_Q'],eNKI,1
234,17,Pooled data Test,0.6071428571428572,0.6938775510204082,0.6206896551724138,0.6428571428571429,['random_Q'],eNKI,1
235,17,Pooled data Train,0.8258928571428572,0.9201211734693877,0.8266666666666667,0.8303571428571429,['random_Q'],eNKI,1
236,18,Pooled data Test,0.6071428571428571,0.6275510204081634,0.5217391304347826,0.42857142857142855,['random_Q'],eNKI,1
237,18,Pooled data Train,0.8526785714285714,0.9334343112244897,0.8533333333333334,0.8571428571428571,['random_Q'],eNKI,1
238,19,Pooled data Test,0.6071428571428571,0.6670918367346939,0.6071428571428571,0.6071428571428571,['random_Q'],eNKI,1
239,19,Pooled data Train,0.8303571428571429,0.92578125,0.8303571428571429,0.8303571428571429,['random_Q'],eNKI,1
240,20,Pooled data Test,0.625,0.7040816326530612,0.6181818181818182,0.6071428571428571,['random_Q'],eNKI,1
241,20,Pooled data Train,0.8482142857142858,0.9308035714285714,0.8454545454545455,0.8303571428571429,['random_Q'],eNKI,1
242,21,Pooled data Test,0.625,0.6466836734693878,0.6181818181818182,0.6071428571428571,['random_Q'],eNKI,1
243,21,Pooled data Train,0.8571428571428572,0.9345503826530612,0.8558558558558559,0.8482142857142857,['random_Q'],eNKI,1
244,22,Pooled data Test,0.625,0.6594387755102041,0.631578947368421,0.6428571428571429,['random_Q'],eNKI,1
