,Fold,Model,Balanced ACC,AUC,F1,Recall,QC_Sampling,Site,Repeated
500,0,Pooled data Test,0.6764705882352942,0.7609039258404886,0.6816720257234726,0.6928104575163399,random_Q,1000Brains,10
501,0,Pooled data Train,0.8854337152209493,0.958828997029366,0.8863636363636364,0.8936170212765957,random_Q,1000Brains,10
502,1,Pooled data Test,0.7352941176470589,0.8167371523772908,0.7272727272727273,0.7058823529411765,random_Q,1000Brains,10
503,1,Pooled data Train,0.886252045826514,0.9550360145826247,0.8854080791426217,0.8788870703764321,random_Q,1000Brains,10
504,2,Pooled data Test,0.7156862745098039,0.7890982100901363,0.7220447284345048,0.738562091503268,random_Q,1000Brains,10
505,2,Pooled data Train,0.8895253682487725,0.9590754337420075,0.8901545972335232,0.8952536824877251,random_Q,1000Brains,10
506,3,Pooled data Test,0.6918214654282766,0.7636738906088751,0.6907894736842105,0.6862745098039216,random_Q,1000Brains,10
507,3,Pooled data Train,0.8863469828738915,0.9513360717991507,0.8865306122448979,0.8887070376432079,random_Q,1000Brains,10
508,4,Pooled data Test,0.6918644650842793,0.7352941176470588,0.6967741935483871,0.7105263157894737,random_Q,1000Brains,10
509,4,Pooled data Train,0.8887952889830237,0.957478899906935,0.8892508143322475,0.8921568627450981,random_Q,1000Brains,10
510,5,Pooled data Test,0.7287581699346406,0.7852962535776837,0.7348242811501597,0.7516339869281046,random_Q,1000Brains,10
511,5,Pooled data Train,0.8829787234042553,0.954585999716062,0.8830744071954211,0.88379705400982,random_Q,1000Brains,10
512,6,Pooled data Test,0.6993464052287581,0.7739331026528259,0.7012987012987013,0.7058823529411765,random_Q,1000Brains,10
513,6,Pooled data Train,0.8887070376432078,0.9522582442455689,0.8888888888888888,0.8903436988543372,random_Q,1000Brains,10
514,7,Pooled data Test,0.6633986928104576,0.7548806014780639,0.6600660066006601,0.6535947712418301,random_Q,1000Brains,10
515,7,Pooled data Train,0.8944353518821604,0.9576236000653593,0.8945216680294358,0.8952536824877251,random_Q,1000Brains,10
516,8,Pooled data Test,0.681888544891641,0.778250773993808,0.6900958466453674,0.7058823529411765,random_Q,1000Brains,10
517,8,Pooled data Train,0.8822553298460682,0.9521811452349626,0.8819672131147541,0.8805237315875614,random_Q,1000Brains,10
518,9,Pooled data Test,0.7345416236670106,0.8186274509803922,0.7428571428571429,0.7697368421052632,random_Q,1000Brains,10
519,9,Pooled data Train,0.8879823069435084,0.9584469903618841,0.8877968877968878,0.8856209150326797,random_Q,1000Brains,10
520,10,Pooled data Test,0.7450980392156863,0.8313041992396086,0.7515923566878981,0.7712418300653595,random_Q,1000Brains,10
521,10,Pooled data Train,0.8911620294599019,0.957237873036877,0.8919577579203899,0.8985270049099836,random_Q,1000Brains,10
522,11,Pooled data Test,0.6993464052287581,0.7765389380152933,0.7088607594936709,0.7320261437908496,random_Q,1000Brains,10
523,11,Pooled data Train,0.8878887070376432,0.9574762737697585,0.8899598393574297,0.9067103109656302,random_Q,1000Brains,10
