site,low_age_cut,high_age_cut,Obtained_N,age_diff,age_bins
1000Brains,53.0,72.0,594,19.0,3
1000Brains,53.0,73.0,488,20.0,3
1000Brains,53.0,74.0,488,21.0,3
1000Brains,53.0,75.0,666,22.0,3
1000Brains,53.0,76.0,544,23.0,3
1000Brains,53.0,77.0,544,24.0,3
1000Brains,53.0,78.0,678,25.0,3
1000Brains,53.0,79.0,644,26.0,3
1000Brains,53.0,80.0,644,27.0,3
1000Brains,53.0,81.0,576,28.0,3
1000Brains,53.0,82.0,700,29.0,3
1000Brains,53.0,83.0,700,30.0,3
1000Brains,53.0,84.0,444,31.0,3
1000Brains,53.0,85.0,764,32.0,3
1000Brains,54.0,56.0,34,2.0,3
1000Brains,54.0,57.0,56,3.0,3
1000Brains,54.0,58.0,84,4.0,3
1000Brains,54.0,59.0,108,5.0,3
1000Brains,54.0,60.0,108,6.0,3
1000Brains,54.0,61.0,162,7.0,3
1000Brains,54.0,62.0,180,8.0,3
1000Brains,54.0,63.0,180,9.0,3
1000Brains,54.0,64.0,270,10.0,3
1000Brains,54.0,65.0,284,11.0,3
1000Brains,54.0,66.0,284,12.0,3
1000Brains,54.0,67.0,426,13.0,3
1000Brains,54.0,68.0,368,14.0,3
1000Brains,54.0,69.0,368,15.0,3
1000Brains,54.0,70.0,552,16.0,3
1000Brains,54.0,71.0,460,17.0,3
1000Brains,54.0,72.0,460,18.0,3
1000Brains,54.0,73.0,636,19.0,3
1000Brains,54.0,74.0,516,20.0,3
1000Brains,54.0,75.0,516,21.0,3
1000Brains,54.0,76.0,636,22.0,3
1000Brains,54.0,77.0,616,23.0,3
1000Brains,54.0,78.0,616,24.0,3
1000Brains,54.0,79.0,618,25.0,3
1000Brains,54.0,80.0,672,26.0,3
1000Brains,54.0,81.0,672,27.0,3
1000Brains,54.0,82.0,552,28.0,3
1000Brains,54.0,83.0,704,29.0,3
1000Brains,54.0,84.0,704,30.0,3
1000Brains,54.0,85.0,396,31.0,3
1000Brains,55.0,57.0,28,2.0,3
1000Brains,55.0,58.0,56,3.0,3
1000Brains,55.0,59.0,84,4.0,3
1000Brains,55.0,60.0,128,5.0,3
1000Brains,55.0,61.0,128,6.0,3
1000Brains,55.0,62.0,192,7.0,3
1000Brains,55.0,63.0,232,8.0,3
1000Brains,55.0,64.0,232,9.0,3
1000Brains,55.0,65.0,348,10.0,3
1000Brains,55.0,66.0,316,11.0,3
1000Brains,55.0,67.0,316,12.0,3
1000Brains,55.0,68.0,474,13.0,3
1000Brains,55.0,69.0,408,14.0,3
1000Brains,55.0,70.0,408,15.0,3
1000Brains,55.0,71.0,558,16.0,3
1000Brains,55.0,72.0,464,17.0,3
1000Brains,55.0,73.0,464,18.0,3
1000Brains,55.0,74.0,582,19.0,3
1000Brains,55.0,75.0,560,20.0,3
1000Brains,55.0,76.0,560,21.0,3
1000Brains,55.0,77.0,624,22.0,3
1000Brains,55.0,78.0,600,23.0,3
1000Brains,55.0,79.0,600,24.0,3
1000Brains,55.0,80.0,558,25.0,3
1000Brains,55.0,81.0,648,26.0,3
1000Brains,55.0,82.0,648,27.0,3
1000Brains,55.0,83.0,438,28.0,3
1000Brains,55.0,84.0,652,29.0,3
1000Brains,55.0,85.0,652,30.0,3
1000Brains,56.0,58.0,56,2.0,3
1000Brains,56.0,59.0,112,3.0,3
1000Brains,56.0,60.0,168,4.0,3
1000Brains,56.0,61.0,208,5.0,3
1000Brains,56.0,62.0,208,6.0,3
1000Brains,56.0,63.0,312,7.0,3
1000Brains,56.0,64.0,292,8.0,3
1000Brains,56.0,65.0,292,9.0,3
1000Brains,56.0,66.0,396,10.0,3
1000Brains,56.0,67.0,376,11.0,3
1000Brains,56.0,68.0,376,12.0,3
1000Brains,56.0,69.0,552,13.0,3
1000Brains,56.0,70.0,396,14.0,3
1000Brains,56.0,71.0,396,15.0,3
1000Brains,56.0,72.0,504,16.0,3
1000Brains,56.0,73.0,500,17.0,3
1000Brains,56.0,74.0,500,18.0,3
1000Brains,56.0,75.0,546,19.0,3
1000Brains,56.0,76.0,560,20.0,3
1000Brains,56.0,77.0,560,21.0,3
1000Brains,56.0,78.0,600,22.0,3
1000Brains,56.0,79.0,612,23.0,3
1000Brains,56.0,80.0,612,24.0,3
1000Brains,56.0,81.0,516,25.0,3
1000Brains,56.0,82.0,592,26.0,3
1000Brains,56.0,83.0,592,27.0,3
1000Brains,56.0,84.0,390,28.0,3
1000Brains,56.0,85.0,620,29.0,3
1000Brains,57.0,59.0,80,2.0,3
1000Brains,57.0,60.0,160,3.0,3
1000Brains,57.0,61.0,240,4.0,3
1000Brains,57.0,62.0,232,5.0,3
1000Brains,57.0,63.0,232,6.0,3
1000Brains,57.0,64.0,282,7.0,3
1000Brains,57.0,65.0,292,8.0,3
1000Brains,57.0,66.0,292,9.0,3
1000Brains,57.0,67.0,396,10.0,3
1000Brains,57.0,68.0,320,11.0,3
1000Brains,57.0,69.0,320,12.0,3
1000Brains,57.0,70.0,480,13.0,3
1000Brains,57.0,71.0,408,14.0,3
1000Brains,57.0,72.0,408,15.0,3
1000Brains,57.0,73.0,528,16.0,3
1000Brains,57.0,74.0,516,17.0,3
1000Brains,57.0,75.0,516,18.0,3
1000Brains,57.0,76.0,558,19.0,3
1000Brains,57.0,77.0,524,20.0,3
1000Brains,57.0,78.0,524,21.0,3
1000Brains,57.0,79.0,558,22.0,3
1000Brains,57.0,80.0,536,23.0,3
1000Brains,57.0,81.0,536,24.0,3
1000Brains,57.0,82.0,420,25.0,3
1000Brains,57.0,83.0,576,26.0,3
1000Brains,57.0,84.0,576,27.0,3
1000Brains,57.0,85.0,312,28.0,3
1000Brains,58.0,60.0,80,2.0,3
1000Brains,58.0,61.0,160,3.0,3
1000Brains,58.0,62.0,222,4.0,3
1000Brains,58.0,63.0,236,5.0,3
1000Brains,58.0,64.0,236,6.0,3
1000Brains,58.0,65.0,324,7.0,3
1000Brains,58.0,66.0,272,8.0,3
1000Brains,58.0,67.0,272,9.0,3
1000Brains,58.0,68.0,408,10.0,3
1000Brains,58.0,69.0,340,11.0,3
1000Brains,58.0,70.0,340,12.0,3
1000Brains,58.0,71.0,444,13.0,3
1000Brains,58.0,72.0,424,14.0,3
1000Brains,58.0,73.0,424,15.0,3
1000Brains,58.0,74.0,462,16.0,3
1000Brains,58.0,75.0,484,17.0,3
1000Brains,58.0,76.0,484,18.0,3
1000Brains,58.0,77.0,546,19.0,3
1000Brains,58.0,78.0,500,20.0,3
1000Brains,58.0,79.0,500,21.0,3
1000Brains,58.0,80.0,498,22.0,3
1000Brains,58.0,81.0,516,23.0,3
1000Brains,58.0,82.0,516,24.0,3
1000Brains,58.0,83.0,384,25.0,3
1000Brains,58.0,84.0,548,26.0,3
1000Brains,58.0,85.0,548,27.0,3
1000Brains,59.0,61.0,88,2.0,3
1000Brains,59.0,62.0,148,3.0,3
1000Brains,59.0,63.0,198,4.0,3
1000Brains,59.0,64.0,188,5.0,3
1000Brains,59.0,65.0,188,6.0,3
1000Brains,59.0,66.0,282,7.0,3
1000Brains,59.0,67.0,264,8.0,3
1000Brains,59.0,68.0,264,9.0,3
1000Brains,59.0,69.0,396,10.0,3
1000Brains,59.0,70.0,332,11.0,3
1000Brains,59.0,71.0,332,12.0,3
1000Brains,59.0,72.0,396,13.0,3
1000Brains,59.0,73.0,444,14.0,3
1000Brains,59.0,74.0,444,15.0,3
1000Brains,59.0,75.0,468,16.0,3
1000Brains,59.0,76.0,412,17.0,3
1000Brains,59.0,77.0,412,18.0,3
1000Brains,59.0,78.0,540,19.0,3
1000Brains,59.0,79.0,460,20.0,3
1000Brains,59.0,80.0,460,21.0,3
1000Brains,59.0,81.0,384,22.0,3
1000Brains,59.0,82.0,504,23.0,3
1000Brains,59.0,83.0,504,24.0,3
1000Brains,59.0,84.0,306,25.0,3
1000Brains,59.0,85.0,504,26.0,3
1000Brains,60.0,62.0,74,2.0,3
1000Brains,60.0,63.0,132,3.0,3
1000Brains,60.0,64.0,198,4.0,3
1000Brains,60.0,65.0,216,5.0,3
1000Brains,60.0,66.0,216,6.0,3
1000Brains,60.0,67.0,312,7.0,3
1000Brains,60.0,68.0,264,8.0,3
1000Brains,60.0,69.0,264,9.0,3
1000Brains,60.0,70.0,384,10.0,3
1000Brains,60.0,71.0,368,11.0,3
1000Brains,60.0,72.0,368,12.0,3
1000Brains,60.0,73.0,408,13.0,3
1000Brains,60.0,74.0,372,14.0,3
1000Brains,60.0,75.0,372,15.0,3
1000Brains,60.0,76.0,480,16.0,3
1000Brains,60.0,77.0,424,17.0,3
1000Brains,60.0,78.0,424,18.0,3
1000Brains,60.0,79.0,498,19.0,3
1000Brains,60.0,80.0,444,20.0,3
1000Brains,60.0,81.0,444,21.0,3
1000Brains,60.0,82.0,366,22.0,3
1000Brains,60.0,83.0,468,23.0,3
1000Brains,60.0,84.0,468,24.0,3
1000Brains,60.0,85.0,222,25.0,3
1000Brains,61.0,63.0,66,2.0,3
1000Brains,61.0,64.0,132,3.0,3
1000Brains,61.0,65.0,198,4.0,3
1000Brains,61.0,66.0,188,5.0,3
1000Brains,61.0,67.0,188,6.0,3
1000Brains,61.0,68.0,282,7.0,3
1000Brains,61.0,69.0,272,8.0,3
1000Brains,61.0,70.0,272,9.0,3
1000Brains,61.0,71.0,336,10.0,3
1000Brains,61.0,72.0,320,11.0,3
1000Brains,61.0,73.0,320,12.0,3
1000Brains,61.0,74.0,384,13.0,3
1000Brains,61.0,75.0,336,14.0,3
1000Brains,61.0,76.0,336,15.0,3
1000Brains,61.0,77.0,486,16.0,3
1000Brains,61.0,78.0,388,17.0,3
1000Brains,61.0,79.0,388,18.0,3
1000Brains,61.0,80.0,366,19.0,3
1000Brains,61.0,81.0,424,20.0,3
1000Brains,61.0,82.0,424,21.0,3
1000Brains,61.0,83.0,300,22.0,3
1000Brains,61.0,84.0,452,23.0,3
1000Brains,61.0,85.0,452,24.0,3
1000Brains,62.0,64.0,66,2.0,3
1000Brains,62.0,65.0,132,3.0,3
1000Brains,62.0,66.0,198,4.0,3
1000Brains,62.0,67.0,208,5.0,3
1000Brains,62.0,68.0,208,6.0,3
1000Brains,62.0,69.0,306,7.0,3
1000Brains,62.0,70.0,264,8.0,3
1000Brains,62.0,71.0,264,9.0,3
1000Brains,62.0,72.0,276,10.0,3
1000Brains,62.0,73.0,296,11.0,3
1000Brains,62.0,74.0,296,12.0,3
1000Brains,62.0,75.0,390,13.0,3
1000Brains,62.0,76.0,352,14.0,3
1000Brains,62.0,77.0,352,15.0,3
1000Brains,62.0,78.0,480,16.0,3
1000Brains,62.0,79.0,364,17.0,3
1000Brains,62.0,80.0,364,18.0,3
1000Brains,62.0,81.0,330,19.0,3
1000Brains,62.0,82.0,416,20.0,3
1000Brains,62.0,83.0,416,21.0,3
1000Brains,62.0,84.0,216,22.0,3
1000Brains,62.0,85.0,412,23.0,3
1000Brains,63.0,65.0,70,2.0,3
1000Brains,63.0,66.0,132,3.0,3
1000Brains,63.0,67.0,186,4.0,3
1000Brains,63.0,68.0,188,5.0,3
1000Brains,63.0,69.0,188,6.0,3
1000Brains,63.0,70.0,276,7.0,3
1000Brains,63.0,71.0,256,8.0,3
1000Brains,63.0,72.0,256,9.0,3
1000Brains,63.0,73.0,330,10.0,3
1000Brains,63.0,74.0,264,11.0,3
1000Brains,63.0,75.0,264,12.0,3
1000Brains,63.0,76.0,396,13.0,3
1000Brains,63.0,77.0,308,14.0,3
1000Brains,63.0,78.0,308,15.0,3
1000Brains,63.0,79.0,366,16.0,3
1000Brains,63.0,80.0,372,17.0,3
1000Brains,63.0,81.0,372,18.0,3
1000Brains,63.0,82.0,282,19.0,3
1000Brains,63.0,83.0,400,20.0,3
1000Brains,63.0,84.0,400,21.0,3
1000Brains,63.0,85.0,156,22.0,3
1000Brains,64.0,66.0,66,2.0,3
1000Brains,64.0,67.0,124,3.0,3
1000Brains,64.0,68.0,186,4.0,3
1000Brains,64.0,69.0,204,5.0,3
1000Brains,64.0,70.0,204,6.0,3
1000Brains,64.0,71.0,216,7.0,3
1000Brains,64.0,72.0,224,8.0,3
1000Brains,64.0,73.0,224,9.0,3
1000Brains,64.0,74.0,306,10.0,3
1000Brains,64.0,75.0,272,11.0,3
1000Brains,64.0,76.0,272,12.0,3
1000Brains,64.0,77.0,408,13.0,3
1000Brains,64.0,78.0,312,14.0,3
1000Brains,64.0,79.0,312,15.0,3
1000Brains,64.0,80.0,312,16.0,3
1000Brains,64.0,81.0,364,17.0,3
1000Brains,64.0,82.0,364,18.0,3
1000Brains,64.0,83.0,210,19.0,3
1000Brains,64.0,84.0,372,20.0,3
1000Brains,64.0,85.0,372,21.0,3
1000Brains,65.0,67.0,62,2.0,3
1000Brains,65.0,68.0,124,3.0,3
1000Brains,65.0,69.0,186,4.0,3
1000Brains,65.0,70.0,184,5.0,3
1000Brains,65.0,71.0,184,6.0,3
1000Brains,65.0,72.0,198,7.0,3
1000Brains,65.0,73.0,184,8.0,3
1000Brains,65.0,74.0,184,9.0,3
1000Brains,65.0,75.0,276,10.0,3
1000Brains,65.0,76.0,256,11.0,3
1000Brains,65.0,77.0,256,12.0,3
1000Brains,65.0,78.0,348,13.0,3
1000Brains,65.0,79.0,320,14.0,3
1000Brains,65.0,80.0,320,15.0,3
1000Brains,65.0,81.0,246,16.0,3
1000Brains,65.0,82.0,360,17.0,3
1000Brains,65.0,83.0,360,18.0,3
1000Brains,65.0,84.0,150,19.0,3
1000Brains,65.0,85.0,332,20.0,3
1000Brains,66.0,68.0,72,2.0,3
1000Brains,66.0,69.0,132,3.0,3
1000Brains,66.0,70.0,156,4.0,3
1000Brains,66.0,71.0,144,5.0,3
1000Brains,66.0,72.0,144,6.0,3
1000Brains,66.0,73.0,216,7.0,3
1000Brains,66.0,74.0,220,8.0,3
1000Brains,66.0,75.0,220,9.0,3
1000Brains,66.0,76.0,330,10.0,3
1000Brains,66.0,77.0,260,11.0,3
1000Brains,66.0,78.0,260,12.0,3
1000Brains,66.0,79.0,312,13.0,3
1000Brains,66.0,80.0,324,14.0,3
1000Brains,66.0,81.0,324,15.0,3
1000Brains,66.0,82.0,192,16.0,3
1000Brains,66.0,83.0,332,17.0,3
1000Brains,66.0,84.0,332,18.0,3
1000Brains,66.0,85.0,102,19.0,3
1000Brains,67.0,69.0,66,2.0,3
1000Brains,67.0,70.0,104,3.0,3
1000Brains,67.0,71.0,138,4.0,3
1000Brains,67.0,72.0,132,5.0,3
1000Brains,67.0,73.0,132,6.0,3
1000Brains,67.0,74.0,198,7.0,3
1000Brains,67.0,75.0,204,8.0,3
1000Brains,67.0,76.0,204,9.0,3
1000Brains,67.0,77.0,294,10.0,3
1000Brains,67.0,78.0,264,11.0,3
1000Brains,67.0,79.0,264,12.0,3
1000Brains,67.0,80.0,228,13.0,3
1000Brains,67.0,81.0,320,14.0,3
1000Brains,67.0,82.0,320,15.0,3
1000Brains,67.0,83.0,144,16.0,3
1000Brains,67.0,84.0,244,17.0,3
1000Brains,67.0,85.0,244,18.0,3
1000Brains,68.0,70.0,52,2.0,3
1000Brains,68.0,71.0,92,3.0,3
1000Brains,68.0,72.0,120,4.0,3
1000Brains,68.0,73.0,144,5.0,3
1000Brains,68.0,74.0,144,6.0,3
1000Brains,68.0,75.0,216,7.0,3
1000Brains,68.0,76.0,184,8.0,3
1000Brains,68.0,77.0,184,9.0,3
1000Brains,68.0,78.0,276,10.0,3
1000Brains,68.0,79.0,272,11.0,3
1000Brains,68.0,80.0,272,12.0,3
1000Brains,68.0,81.0,156,13.0,3
1000Brains,68.0,82.0,244,14.0,3
1000Brains,68.0,83.0,244,15.0,3
1000Brains,68.0,84.0,96,16.0,3
1000Brains,68.0,85.0,220,17.0,3
1000Brains,69.0,71.0,46,2.0,3
1000Brains,69.0,72.0,80,3.0,3
1000Brains,69.0,73.0,120,4.0,3
1000Brains,69.0,74.0,132,5.0,3
1000Brains,69.0,75.0,132,6.0,3
1000Brains,69.0,76.0,198,7.0,3
1000Brains,69.0,77.0,220,8.0,3
1000Brains,69.0,78.0,220,9.0,3
1000Brains,69.0,79.0,228,10.0,3
1000Brains,69.0,80.0,232,11.0,3
1000Brains,69.0,81.0,232,12.0,3
1000Brains,69.0,82.0,126,13.0,3
1000Brains,69.0,83.0,208,14.0,3
1000Brains,69.0,84.0,208,15.0,3
1000Brains,69.0,85.0,84,16.0,3
1000Brains,70.0,72.0,40,2.0,3
1000Brains,70.0,73.0,80,3.0,3
1000Brains,70.0,74.0,120,4.0,3
1000Brains,70.0,75.0,168,5.0,3
1000Brains,70.0,76.0,168,6.0,3
1000Brains,70.0,77.0,240,7.0,3
1000Brains,70.0,78.0,196,8.0,3
1000Brains,70.0,79.0,196,9.0,3
1000Brains,70.0,80.0,138,10.0,3
1000Brains,70.0,81.0,208,11.0,3
1000Brains,70.0,82.0,208,12.0,3
1000Brains,70.0,83.0,90,13.0,3
1000Brains,70.0,84.0,164,14.0,3
1000Brains,70.0,85.0,164,15.0,3
1000Brains,71.0,73.0,60,2.0,3
1000Brains,71.0,74.0,120,3.0,3
1000Brains,71.0,75.0,138,4.0,3
1000Brains,71.0,76.0,152,5.0,3
1000Brains,71.0,77.0,152,6.0,3
1000Brains,71.0,78.0,210,7.0,3
1000Brains,71.0,79.0,196,8.0,3
1000Brains,71.0,80.0,196,9.0,3
1000Brains,71.0,81.0,90,10.0,3
1000Brains,71.0,82.0,152,11.0,3
1000Brains,71.0,83.0,152,12.0,3
1000Brains,71.0,84.0,72,13.0,3
1000Brains,71.0,85.0,128,14.0,3
1000Brains,72.0,74.0,62,2.0,3
1000Brains,72.0,75.0,92,3.0,3
1000Brains,72.0,76.0,138,4.0,3
1000Brains,72.0,77.0,160,5.0,3
1000Brains,72.0,78.0,160,6.0,3
1000Brains,72.0,79.0,138,7.0,3
1000Brains,72.0,80.0,152,8.0,3
1000Brains,72.0,81.0,152,9.0,3
1000Brains,72.0,82.0,72,10.0,3
1000Brains,72.0,83.0,104,11.0,3
1000Brains,72.0,84.0,104,12.0,3
1000Brains,72.0,85.0,54,13.0,3
1000Brains,73.0,75.0,46,2.0,3
1000Brains,73.0,76.0,92,3.0,3
1000Brains,73.0,77.0,138,4.0,3
1000Brains,73.0,78.0,140,5.0,3
1000Brains,73.0,79.0,140,6.0,3
1000Brains,73.0,80.0,72,7.0,3
1000Brains,73.0,81.0,92,8.0,3
1000Brains,73.0,82.0,92,9.0,3
1000Brains,73.0,83.0,60,10.0,3
1000Brains,73.0,84.0,84,11.0,3
1000Brains,73.0,85.0,84,12.0,3
1000Brains,74.0,76.0,58,2.0,3
1000Brains,74.0,77.0,104,3.0,3
1000Brains,74.0,78.0,120,4.0,3
1000Brains,74.0,79.0,92,5.0,3
1000Brains,74.0,80.0,92,6.0,3
1000Brains,74.0,81.0,36,7.0,3
1000Brains,74.0,82.0,60,8.0,3
1000Brains,74.0,83.0,60,9.0,3
1000Brains,74.0,84.0,36,10.0,3
1000Brains,74.0,85.0,60,11.0,3
1000Brains,75.0,77.0,52,2.0,3
1000Brains,75.0,78.0,80,3.0,3
1000Brains,75.0,79.0,72,4.0,3
1000Brains,75.0,80.0,48,5.0,3
1000Brains,75.0,81.0,48,6.0,3
1000Brains,75.0,82.0,54,7.0,3
1000Brains,75.0,83.0,48,8.0,3
1000Brains,75.0,84.0,48,9.0,3
1000Brains,75.0,85.0,36,10.0,3
1000Brains,76.0,78.0,40,2.0,3
1000Brains,76.0,79.0,48,3.0,3
1000Brains,76.0,80.0,18,4.0,3
1000Brains,76.0,81.0,24,5.0,3
1000Brains,76.0,82.0,24,6.0,3
1000Brains,76.0,83.0,24,7.0,3
1000Brains,76.0,84.0,40,8.0,3
1000Brains,76.0,85.0,40,9.0,3
1000Brains,77.0,79.0,24,2.0,3
1000Brains,77.0,80.0,12,3.0,3
1000Brains,77.0,81.0,18,4.0,3
1000Brains,77.0,82.0,36,5.0,3
1000Brains,77.0,83.0,36,6.0,3
1000Brains,77.0,84.0,18,7.0,3
1000Brains,77.0,85.0,24,8.0,3
1000Brains,78.0,80.0,6,2.0,3
1000Brains,78.0,81.0,12,3.0,3
1000Brains,78.0,82.0,18,4.0,3
1000Brains,78.0,83.0,16,5.0,3
1000Brains,78.0,84.0,16,6.0,3
1000Brains,78.0,85.0,24,7.0,3
1000Brains,79.0,81.0,6,2.0,3
1000Brains,79.0,82.0,12,3.0,3
1000Brains,79.0,83.0,6,4.0,3
1000Brains,79.0,84.0,12,5.0,3
1000Brains,79.0,85.0,12,6.0,3
1000Brains,80.0,82.0,6,2.0,3
1000Brains,80.0,83.0,4,3.0,3
1000Brains,80.0,84.0,6,4.0,3
1000Brains,80.0,85.0,16,5.0,3
1000Brains,81.0,83.0,2,2.0,3
1000Brains,81.0,84.0,4,3.0,3
1000Brains,81.0,85.0,6,4.0,3
1000Brains,82.0,84.0,6,2.0,3
1000Brains,82.0,85.0,8,3.0,3
1000Brains,83.0,85.0,4,2.0,3
GSP,19.0,23.0,1320,4.0,3
GSP,19.0,25.0,1336,6.0,3
GSP,19.0,27.0,620,8.0,3
GSP,19.0,29.0,402,10.0,3
GSP,19.0,31.0,724,12.0,3
GSP,19.0,33.0,324,14.0,3
GSP,19.0,35.0,156,16.0,3
GSP,21.0,25.0,684,4.0,3
GSP,21.0,27.0,620,6.0,3
GSP,21.0,29.0,268,8.0,3
GSP,21.0,31.0,240,10.0,3
GSP,21.0,33.0,324,12.0,3
GSP,21.0,35.0,212,14.0,3
GSP,23.0,27.0,246,4.0,3
GSP,23.0,29.0,268,6.0,3
GSP,23.0,31.0,160,8.0,3
GSP,23.0,33.0,126,10.0,3
GSP,23.0,35.0,212,12.0,3
GSP,25.0,29.0,156,4.0,3
GSP,25.0,31.0,160,6.0,3
GSP,25.0,33.0,84,8.0,3
GSP,25.0,35.0,72,10.0,3
GSP,27.0,31.0,84,4.0,3
GSP,27.0,33.0,84,6.0,3
GSP,27.0,35.0,48,8.0,3
GSP,29.0,33.0,42,4.0,3
GSP,29.0,35.0,48,6.0,3
GSP,31.0,35.0,30,4.0,3
DLBS,21.0,23.0,12,2.0,3
DLBS,21.0,24.0,24,3.0,3
DLBS,21.0,25.0,24,4.0,3
DLBS,21.0,26.0,24,5.0,3
DLBS,21.0,27.0,24,6.0,3
DLBS,21.0,29.0,24,8.0,3
DLBS,21.0,30.0,24,9.0,3
DLBS,21.0,31.0,12,10.0,3
DLBS,21.0,32.0,20,11.0,3
DLBS,21.0,33.0,20,12.0,3
DLBS,21.0,34.0,30,13.0,3
DLBS,21.0,35.0,36,14.0,3
DLBS,21.0,36.0,36,15.0,3
DLBS,21.0,37.0,54,16.0,3
DLBS,21.0,38.0,44,17.0,3
DLBS,21.0,40.0,66,19.0,3
DLBS,21.0,41.0,44,20.0,3
DLBS,21.0,42.0,44,21.0,3
DLBS,21.0,43.0,60,22.0,3
DLBS,21.0,44.0,64,23.0,3
DLBS,21.0,45.0,64,24.0,3
DLBS,21.0,46.0,60,25.0,3
DLBS,21.0,47.0,68,26.0,3
DLBS,21.0,48.0,68,27.0,3
DLBS,21.0,49.0,66,28.0,3
DLBS,21.0,50.0,76,29.0,3
DLBS,21.0,51.0,76,30.0,3
DLBS,21.0,52.0,108,31.0,3
DLBS,21.0,53.0,68,32.0,3
DLBS,21.0,54.0,68,33.0,3
DLBS,21.0,55.0,102,34.0,3
DLBS,21.0,56.0,72,35.0,3
DLBS,21.0,57.0,72,36.0,3
DLBS,21.0,59.0,64,38.0,3
DLBS,21.0,60.0,64,39.0,3
DLBS,21.0,61.0,96,40.0,3
DLBS,21.0,62.0,80,41.0,3
DLBS,21.0,63.0,80,42.0,3
DLBS,21.0,64.0,120,43.0,3
DLBS,21.0,65.0,100,44.0,3
DLBS,21.0,66.0,100,45.0,3
DLBS,21.0,67.0,144,46.0,3
DLBS,21.0,68.0,112,47.0,3
DLBS,21.0,69.0,112,48.0,3
DLBS,21.0,70.0,168,49.0,3
DLBS,21.0,71.0,120,50.0,3
DLBS,21.0,72.0,120,51.0,3
DLBS,21.0,73.0,174,52.0,3
DLBS,21.0,74.0,120,53.0,3
DLBS,21.0,75.0,120,54.0,3
DLBS,21.0,76.0,180,55.0,3
DLBS,21.0,78.0,120,57.0,3
DLBS,21.0,79.0,180,58.0,3
DLBS,21.0,80.0,128,59.0,3
DLBS,21.0,81.0,128,60.0,3
DLBS,21.0,82.0,192,61.0,3
DLBS,21.0,83.0,128,62.0,3
DLBS,21.0,84.0,128,63.0,3
DLBS,21.0,86.0,140,65.0,3
DLBS,21.0,87.0,140,66.0,3
DLBS,21.0,88.0,210,67.0,3
DLBS,21.0,89.0,160,68.0,3
DLBS,22.0,24.0,12,2.0,3
DLBS,22.0,25.0,16,3.0,3
DLBS,22.0,26.0,18,4.0,3
DLBS,22.0,27.0,20,5.0,3
DLBS,22.0,29.0,6,7.0,3
DLBS,22.0,30.0,16,8.0,3
DLBS,22.0,31.0,16,9.0,3
DLBS,22.0,32.0,24,10.0,3
DLBS,22.0,33.0,16,11.0,3
DLBS,22.0,34.0,16,12.0,3
DLBS,22.0,35.0,24,13.0,3
DLBS,22.0,36.0,32,14.0,3
DLBS,22.0,37.0,32,15.0,3
DLBS,22.0,38.0,48,16.0,3
DLBS,22.0,40.0,44,18.0,3
DLBS,22.0,41.0,48,19.0,3
DLBS,22.0,42.0,48,20.0,3
DLBS,22.0,43.0,48,21.0,3
DLBS,22.0,44.0,72,22.0,3
DLBS,22.0,45.0,52,23.0,3
DLBS,22.0,46.0,52,24.0,3
DLBS,22.0,47.0,54,25.0,3
DLBS,22.0,48.0,68,26.0,3
DLBS,22.0,49.0,68,27.0,3
DLBS,22.0,50.0,78,28.0,3
DLBS,22.0,51.0,60,29.0,3
DLBS,22.0,52.0,60,30.0,3
DLBS,22.0,53.0,90,31.0,3
DLBS,22.0,54.0,68,32.0,3
DLBS,22.0,55.0,68,33.0,3
DLBS,22.0,56.0,102,34.0,3
DLBS,22.0,57.0,64,35.0,3
DLBS,22.0,59.0,96,37.0,3
DLBS,22.0,60.0,72,38.0,3
DLBS,22.0,61.0,72,39.0,3
DLBS,22.0,62.0,108,40.0,3
DLBS,22.0,63.0,96,41.0,3
DLBS,22.0,64.0,96,42.0,3
DLBS,22.0,65.0,138,43.0,3
DLBS,22.0,66.0,96,44.0,3
DLBS,22.0,67.0,96,45.0,3
DLBS,22.0,68.0,144,46.0,3
DLBS,22.0,69.0,116,47.0,3
DLBS,22.0,70.0,116,48.0,3
DLBS,22.0,71.0,162,49.0,3
DLBS,22.0,72.0,120,50.0,3
DLBS,22.0,73.0,120,51.0,3
DLBS,22.0,74.0,174,52.0,3
DLBS,22.0,75.0,120,53.0,3
DLBS,22.0,76.0,120,54.0,3
DLBS,22.0,78.0,124,56.0,3
DLBS,22.0,79.0,124,57.0,3
DLBS,22.0,80.0,186,58.0,3
DLBS,22.0,81.0,124,59.0,3
DLBS,22.0,82.0,124,60.0,3
DLBS,22.0,83.0,186,61.0,3
DLBS,22.0,84.0,132,62.0,3
DLBS,22.0,86.0,198,64.0,3
DLBS,22.0,87.0,144,65.0,3
DLBS,22.0,88.0,144,66.0,3
DLBS,22.0,89.0,216,67.0,3
DLBS,23.0,25.0,8,2.0,3
DLBS,23.0,26.0,12,3.0,3
DLBS,23.0,27.0,18,4.0,3
DLBS,23.0,29.0,16,6.0,3
DLBS,23.0,30.0,6,7.0,3
DLBS,23.0,31.0,12,8.0,3
DLBS,23.0,32.0,12,9.0,3
DLBS,23.0,33.0,18,10.0,3
DLBS,23.0,34.0,28,11.0,3
DLBS,23.0,35.0,28,12.0,3
DLBS,23.0,36.0,42,13.0,3
DLBS,23.0,37.0,36,14.0,3
DLBS,23.0,38.0,36,15.0,3
